x (m),y (m),u_x (m),u_y (m),u_magnitude (m),von_mises (GPa),stress_xx (GPa),stress_yy (GPa),stress_xy (GPa)
4.0,0.5,5.1994337368113905,-22.252103196448118,22.851481524156572,184.93685785065952,184.37022582198645,-0.9637889717121628,-2.8096059578174315
3.75,0.5,4.926978432267169,-19.709642581093455,20.316129728530434,188.97224211688618,188.4714646829034,-0.9096661212540567,-2.1400701125922574
3.5,0.5,4.648970191322961,-17.30461031376393,17.918215925449562,193.15773777924824,192.62218698624008,-0.9856690664053603,-1.9444145423217367
3.25,0.5,4.364640729482158,-15.039874025767011,15.66039269649378,198.00627064482825,197.63574693667982,-0.6354882908646846,-1.4951050982162788
3.0,0.5,4.071103376879346,-12.922657506835831,13.548762295657077,206.04500512145475,205.01987486749314,-1.784218332949714,-2.7464743901012407
2.75,0.5,3.7732929913597655,-10.951058824081123,11.582893825254972,220.30225510991502,217.9082890091883,-3.9123720160482875,0.8909679039351545
2.5,0.5,3.4492193908596573,-9.134582752588656,9.764103464741268,224.19233776639868,221.60662824186088,-3.7451411519829976,-5.779248987013833
2.25,0.5,3.141284512024755,-7.469802384004922,8.103432361757099,214.9868315270228,214.31656804213907,-1.0746689310504043,-2.6576680037301825
2.0,0.5,2.8226595788410154,-5.966636688103899,6.600618188158621,221.47330605928545,220.89332609495432,-1.0241751593678226,-2.7940843230861225
1.75,0.5,2.4954549357842035,-4.6255972599192905,5.255801113769679,226.50378718270537,225.955535248147,-1.0113866231298234,-2.197641063034119
1.5,0.5,2.1624814681706006,-3.4494891780311114,4.071277648298508,230.96542976281265,230.48745461178743,-0.8751747373860732,-2.1274895266168903
1.25,0.5,1.8230421339162135,-2.4392386794199608,3.045220510441274,236.56719158252176,235.93427658287195,-1.2052481775819954,-1.636536628531553
1.0,0.5,1.4721793308012514,-1.602479664741491,2.1760636612811726,244.46883464792782,243.0613580418555,-2.5259448130076634,-1.8995942664677248
0.75,0.5,1.116347518452189,-0.9479326548518188,1.4645163365728557,256.1783574251715,254.43698042270356,-3.0213895797749553,2.967336219873023
0.5,0.5,0.7396196601609215,-0.47595168110936087,0.8795267161646563,258.1115804795279,255.298644436667,-4.153987062812615,-3.8166795664185793
0.25,0.5,0.3853670332315173,-0.18001126457650063,0.4253372846061021,258.0212378212872,258.8219617531562,2.162634762987948,-1.5671247782968414
0.6391686428234165,-0.2953667349396785,-0.5589167536690763,-0.6453244820344239,0.8537163607691822,171.28277551747254,-169.4735049504678,2.3373419922536987,-2.8431242365621396
1.144698735818158,-0.2807208457225293,-0.9359494211984735,-1.9880589185089523,2.197357408912975,155.27785930413606,-152.52974348453753,-0.10551431886103962,-4.911590178336402
1.625,-0.2834936490538904,-1.316080255786633,-3.939688030631802,4.153698233908536,156.6073306111689,-152.72364922873902,-1.2805395650047242,-3.830892831463855
2.097421769854578,-0.28869124944378544,-1.6957414587037503,-6.4639523774359855,6.682680557420581,149.04659330285847,-146.00494351810448,0.47863445610481775,-3.9368497651290717
2.625,-0.2834936490538903,-2.0444251418355233,-9.96069579193585,10.168339826149486,139.1172488809672,-138.48658783615383,0.6962012102183492,-3.4686697050089044
3.150993198426006,-0.2790464184396001,-2.3648048102021177,-14.11996514087913,14.316623811848828,128.9982740500789,-126.80864287857244,-0.6403294158977231,-5.937215269625713
3.625,-0.2834936490538904,-2.710876119686046,-18.425435328687684,18.623788991178362,131.12687992058463,-127.77520203273515,-1.1840888393501285,-3.4050006953887206
4.125,-0.2834936490538904,-3.018094725866415,-23.51597380749429,23.708857414246268,122.74586208723314,-120.05426970688038,-0.0071384512959874495,-3.3429586940621125
4.65257823014542,0.28869124944378544,3.3980744413165476,-29.46319689162446,29.658504361874993,117.25780286915992,115.18964720888088,0.03411932887361679,-3.1516732738354998
5.374999999999997,-0.2940864282833253,-3.873186174628721,-38.524379540556474,38.71859230561181,114.29760431960744,-112.81810602831504,0.8918194027994123,-3.9832319320629397
5.902578230145418,0.2886912494437842,4.088159399953639,-45.761039877312655,45.94328915012973,103.67049720844209,101.6982832649726,-0.30396442412820757,-2.7309603770511335
6.375,0.2834936490538904,4.246112700295631,-52.66681188479831,52.83770005566428,99.61114921882691,96.91645919846374,0.4253988062927431,-2.9369959854043817
6.875,0.2834936490538904,4.480472030990903,-60.390300796419574,60.55628010291357,94.5108064910328,91.92755612401432,0.47601339430448236,-2.8000119222633364
7.349006801573998,0.2790464184395989,4.6180129453852015,-68.08488226602886,68.24131620025186,83.9813790320737,82.8537765594309,0.04110316346667904,-1.8962474910921472
7.902578230145422,0.2886912494437852,5.0165755099169225,-77.50229794176218,77.6644849084855,82.7620083209033,81.18936823609492,-0.0764496976552986,-2.352517171611865
8.35530126418184,0.2807208457225295,5.053410698448998,-85.53216682651737,85.68131956107118,75.00089075549117,74.10363585614647,0.044594610704807434,-1.7591580968735556
8.875,0.2940864282833247,5.494316371185296,-95.09443972590566,95.25303133848591,76.34581221937023,75.44836611501377,-0.5245612709159014,-3.2948634738903015
9.375,0.2834936490538912,5.472303621130069,-104.61356664622406,104.75659613296814,68.33622034554479,67.82114529903187,-0.2964301118524384,-2.5433684204403892
9.875,0.28349364905389,5.637272950900094,-114.43403690243181,114.5728050110936,64.0744028413613,63.606590460061526,-0.4000365693157025,-2.5609612559670953
10.400993198426,0.2790464184396028,5.707925257060656,-125.06468703059095,125.19487350846221,57.86149818048522,56.60775963193279,0.24363348256201608,-3.5574390675331924
10.875,0.2834936490538904,5.935128032058187,-134.8938212471526,135.02432653198343,57.405541059178745,55.78211125693483,0.3967434304661696,-2.2972303710030237
11.349006801574,0.27904641843960004,5.967091540755302,-144.9442518643299,145.0670270253239,50.49157909101656,49.80711384727766,0.08089447951597284,-1.6552971943122814
12.124999999999972,-0.2834936490538819,-6.250292814395965,-161.83072585379892,161.95138156444702,46.03351860821785,-45.681821161948925,0.13437067277070333,-1.9979170096873275
12.625,0.2834936490538904,6.363045855906264,-172.9716835006956,173.08868144864115,43.356237702702174,42.29161289221263,0.2265849829948564,-1.9434040060678388
13.374999999999991,-0.2940864282833337,-6.755323233299443,-190.03434861500895,190.15437950653967,39.929797501656815,-39.60255364510204,0.3144092871727935,-1.5615425662317122
13.875000000000009,-0.2834936490538945,-6.601630266947461,-201.6161814155269,201.72423287934478,34.64919632609579,-34.347167001175784,-0.02289501443000211,-1.7909356536239667
14.375,-0.2940864282833265,-6.934103577440863,-213.35139144009483,213.4640438618346,33.39276314671649,-33.09310050956652,0.28439428816039847,-1.4383643905637158
14.875,-0.2834936490538904,-6.758731465022791,-225.22292615958384,225.324314974886,28.869762308734888,-28.55399413597309,0.051062527163690884,-1.6726438489982336
15.375,-0.2834936490538906,-6.826546344206181,-237.22040639319422,237.3186106152272,26.12130179410204,-25.793229048430398,0.09861706138584873,-1.560047866785834
15.875,-0.2834936490538904,-6.887653252182599,-249.33083349638994,249.42594953077122,23.50745490156823,-23.184708091857832,0.08384670688473138,-1.4910635702212292
16.375,-0.2834936490538904,-6.942417728286948,-261.5427644854217,261.6348883818647,21.05703125770201,-20.738667915168687,0.07619383596117228,-1.4145462507195665
16.875,-0.2834936490538905,-6.991289602252604,-273.8451694175859,273.93439897838476,18.571308128802848,-18.295276015392652,-0.025204066230587654,-1.2767385695391031
17.375,-0.2834936490538904,-7.034042404699972,-286.2283703805618,286.3147878878476,17.45991878479446,-17.00335156677147,0.17395928088119614,-1.3354022195086799
17.87499999999999,-0.2834936490538881,-7.0720856528872025,-298.68170588525425,298.76541939455996,14.357049438838056,-14.054497294234897,0.04558400649846576,-1.1587081359450822
18.375,-0.2834936490538904,-7.105008067442589,-311.19695372516514,311.27805118167424,12.545134499555322,-12.255463482269178,0.033945442764500566,-1.0826083226099934
18.875,-0.2834936490539023,-7.133373453009817,-323.76532717843696,323.8439008222642,10.700311716364466,-10.43100813614612,-0.0019355740150567916,-0.9786064231734348
19.375,-0.29408642828332726,-7.425063427277797,-336.3795258174986,336.46146429584513,9.43098054360605,-9.271527213711133,0.033427002191198894,-0.800245135730885
19.875,-0.2834936490538904,-7.177538589855475,-349.0314463465439,349.1052385727965,7.578267996451382,-7.29712957091385,0.008102127144210665,-0.8346523250674169
20.375,-0.2940864282833243,-7.463099693323655,-361.7155342216962,361.7925172724273,6.4290599379220215,-6.259926213998483,0.023443080678790647,-0.6831682009300847
20.875,-0.2834936490538904,-7.207601361897528,-374.4248526884863,374.4942186845969,4.937782774364294,-4.688285050837252,-0.04293011007840925,-0.6694876277602547
21.375,-0.2834936490538904,-7.217909728703102,-387.1548514093867,387.2221290043688,3.9317665234575045,-3.6421436763372506,0.005480972792748759,-0.6075377757310326
21.894698735818185,-0.2807208457225414,-7.155567625090737,-400.40282970996924,400.4667629002285,2.8514967376604714,-2.566452574777577,-0.02497446052781539,-0.550017153159622
22.375,-0.2834936490538904,-7.2317870212636475,-412.657411466563,412.720774836699,2.149590316629089,-1.9387169838533458,-0.019642829159105736,-0.4127385654328541
22.855301264181833,-0.28072084572253075,-7.164839980036047,-424.91935917495186,424.97976038111653,1.446776840331253,-1.2594472138909603,-0.0022471494484341253,-0.335309415263995
23.40099319842592,-0.27904641843961336,-7.124764175364196,-438.85621875073065,438.9140496734454,0.8848015458937922,-0.6858497240294357,-0.022654718514486166,-0.27585558169369134
23.855301264181758,-0.2807208457225628,-7.168761622977681,-450.4616324419895,450.5186715836638,0.5211260491798778,-0.3669655275313029,-0.005916737737391837,-0.18689651675791286
24.36083135717654,-0.2953667349396881,-7.543509285400841,-463.37652762562516,463.43792560247016,0.2271891761530624,-0.12776538534520865,-0.0098451541252451,-0.10303644241073416
4.875,-0.2834936490538904,-3.4601922135193077,-32.145371921603804,32.33106657895365,113.19828056173655,-112.59905115170386,0.4066033261486043,-3.1827802346244867
6.125,-0.2834936490538904,-4.122257200040769,-48.96667507085391,49.13988473651392,99.71174691260437,-99.03857477292686,0.46042124426083336,-3.1333266392284913
6.6250000000000036,-0.2834936490538868,-4.364019617743966,-56.48032403623477,56.64866874395314,94.60818338251399,-94.09762811034608,0.392749111636353,-3.025734760422861
7.125000000000004,-0.28349364905389157,-4.59275882222322,-64.40675323310664,64.57029731718293,89.03241084249835,-88.60885792417348,0.19080677299464766,-2.843033346643016
7.625000000000002,-0.2940864282833236,-4.989779591705994,-72.72752231638049,72.89849382980027,88.59866167636059,-88.23865377879,0.4070138106892184,-1.817504872300664
8.125,-0.2834936490538904,-5.012529093746258,-81.41267986070872,81.56684307988081,79.41628974207694,-78.92681065915505,0.06442183085587276,-2.533134218776074
8.625000000000002,-0.2834936490538904,-5.2030976684435135,-90.45073454390432,90.60026271970301,79.65458059203041,-78.28362786564222,0.9673366252944842,-3.4256423327322447
9.150993198426004,-0.27904641843959976,-5.309703756676447,-100.30810712690253,100.44854060346431,67.94595771967334,-66.6385740007822,-0.19092427606425222,-3.506994331958719
9.625000000000002,-0.2834936490538904,-5.554832656835278,-109.48486291867461,109.6256875653075,67.82379352633315,-65.99176980467041,-0.47697299358036876,-2.4302987889783063
10.09742176985458,-0.2886912494437835,-5.808833580544111,-118.8918067671586,119.03362660998715,63.253241721317565,-61.822076364385616,0.2223660681435944,-2.484830005363251
10.625,-0.2834936490538946,-5.862593798431088,-129.6834540866306,129.81590145234378,57.72436106082943,-57.29785253441759,0.210606785592542,-2.186551729157652
11.125000000000009,-0.2834936490538962,-6.001874061616915,-140.1692929882421,140.29773052004498,53.65003955747284,-53.316272109890456,0.052251927392229926,-2.1501871364439125
11.625,-0.2834936490538904,-6.130074878595755,-150.89139619485272,151.0158642780592,53.20657197490827,-52.39545730057839,0.5934403510528167,-2.5112229835224875
12.87500000000002,-0.283493649053901,-6.413354389679009,-178.61566472031757,178.73076623236557,41.13564661777921,-40.789844247154335,0.08713227896193802,-1.9418696330302976
24.125,0.2834936490538904,7.243564134042208,-457.35177201157785,457.4091304111608,0.39114914726079797,0.2169091717747415,-0.08469098398981702,-0.14756559054885426
23.624999999999925,0.2834936490538949,7.2425549992980836,-444.57850948381594,444.63749920330525,0.7391574006355554,0.5363320492213808,-0.08928891815324153,-0.22339261408637462
23.125,0.2834936490538904,7.2405689369224335,-431.80702483626686,431.8677257407397,1.2684456123043804,1.0415338264014,-0.10293608413345344,-0.3102628189303036
22.625000000000018,0.2834936490538952,7.237331380181474,-419.0392727279979,419.1017669420113,1.8198641484352993,1.5766221888172494,-0.08509772425263396,-0.3831797226972081
22.125,0.28349364905387897,7.23238609272822,-406.2779180679737,406.3422868939947,2.580607123205065,2.3076666635320113,-0.09075240972134846,-0.4729773509429908
21.625,0.2940864282833169,7.495361340897149,-393.5262562481486,393.5976305801575,3.633266940250555,3.33396546422849,-0.12172458915856443,-0.5682844270245695
21.12500000000001,0.2834936490538761,7.216198628091615,-380.7878733368215,380.85624322442095,4.484516370247099,4.1985347636587464,-0.09424485024880706,-0.6266364698783776
20.625,0.29408642828331844,7.473484953443773,-368.06761723708007,368.1434826748004,5.856518929324804,5.64549869903003,-0.1355322107908673,-0.6356083702876718
20.10530126418184,0.2807208457225293,7.1182973813941475,-354.87011751804033,354.9415028774146,6.688838311189448,6.406082279362009,-0.08854111103318847,-0.7003092412578008
19.65257823014542,0.2886912494437854,7.303605014643317,-343.39887818938564,343.47653804581535,8.331795825723196,7.991750991082729,-0.0798756614606227,-0.8279485363759558
19.105301264181833,0.2807208457225267,7.0778232578753775,-329.5701311279616,329.64612376573075,9.639676958055121,9.316695717992381,-0.094834624618317,-0.8382315543216525
18.625,0.2834936490538904,7.122452487659132,-317.4747273995163,317.5546124162522,11.898767658694977,11.383301973396888,-0.030214908898173437,-0.9996481924231438
18.125,0.2834936490538904,7.091862601423416,-304.9317883173875,305.01424563714636,13.79005395332334,13.237009542253785,0.004052391766118523,-1.0953868799528232
17.650993198426,0.2790464184396006,6.947628155479527,-293.0939284766139,293.176261738295,14.85087960975962,14.2877385628768,0.0198916701076345,-1.461902684900271
17.10530126418184,0.2807208457225293,6.945528451461805,-279.53938803829476,279.62566017855795,17.14754692257912,16.76531487571232,-0.08343116067715703,-1.0717765119619442
16.625,0.2834936490538904,6.969933882282534,-267.68279453881865,267.7735208537894,20.3682095143618,19.64018313760802,0.01961248198368657,-1.3048196028101071
16.125,0.2834936490538904,6.918145967298345,-255.424146837748,255.51781842254425,22.870281958656854,22.0748003118436,0.014795347243804631,-1.390761913564664
15.625,0.2834936490538904,6.860171899984884,-243.2614653252046,243.3581773244184,25.4924288777417,24.629616807974966,0.029140673122864363,-1.47758709421359
15.125,0.2834936490538904,6.795705382809204,-231.20587780052526,231.30572742835696,28.22518360161755,27.302350781054255,0.08627121098242914,-1.5867984564158022
14.625,0.2834936490538904,6.725048445737976,-219.26985252927076,219.37295755130273,30.355703546525913,29.61900586319808,-0.03583704518984904,-1.609709399088393
14.105301264181852,0.28072084572252337,6.577238212358914,-207.002584005119,207.1070492457909,32.254373873804745,31.733793365344585,-0.0459833133070187,-1.2856508932643436
13.625,0.2834936490538904,6.56024360407134,-195.80451173101986,195.91437826348493,36.40292269904534,35.56979442199605,0.010498003787021747,-1.7149763419410624
3.875,0.2834936490538904,2.8683247727897765,-20.90738068898992,21.10321905010106,125.00313704979217,124.34432155422301,-0.6606576043538194,-3.5499546988857933
3.375,0.2834936490538902,2.5498925752178097,-16.09541150701114,16.29614137534335,130.1537932307325,129.5220071166807,-0.5275963484525429,-3.210594952279553
2.847421769854577,0.28869124944378555,2.2362113117863776,-11.636290429389987,11.849214994592442,139.19716666300056,136.43479580632615,-0.19323760327054984,-3.9830267140861833
2.400993198426006,0.2790464184396002,1.8572757827873942,-8.387470706031982,8.590642477595791,137.51044395143973,135.2622171674827,0.7314659306871983,-6.1991459415477745
1.875,0.2834936490538903,1.5047364880711938,-5.208125346904791,5.421143931644407,149.37196232069462,148.59929620408852,-1.012000810673492,-3.870144449730507
1.375,0.2834936490538903,1.1235438071042634,-2.8535692681993976,3.066791198450652,155.78330660412664,155.24285270620314,-0.3927175464168484,-3.67203915853389
0.875,0.2834936490538904,0.726258752502704,-1.1733426420735944,1.37992200188816,158.014020336727,154.75511113792192,-0.3474522004495965,-3.7029060521201487
5.125000000000001,0.2834936490538904,3.598006560281196,-35.27076456178542,35.4538077500954,111.26140547945832,108.74174582531488,-0.1300126204608507,-3.5957745865531567
13.099006801574,0.2790464184395927,6.358471913503489,-183.70887001235428,183.81887576168802,38.34262048668561,37.718062911008985,-0.07863894181871105,-1.4149804290363615
11.894698735818151,0.2807208457225403,6.13734254106872,-156.76499421251032,156.8850865567368,46.7774817183548,45.633520680917776,0.14456231360640784,-3.066556111084769
0.2109240761037946,0.11533121635129683,0.06548889551238568,-0.040974646937332417,0.07725100081598434,92.93647402060641,74.27685484138283,6.675195084542967,-1.5060030911789055
24.78907592389621,0.11533121635125893,2.9481020747605435,-474.3170367580629,474.3261985857336,0.11949318401631903,0.012160765181439536,-0.06961885131658142,-0.04915584496405044
23.37499999999997,0.2940864282833337,7.51227240359805,-438.19247402963435,438.2568636460559,0.977102168649566,0.7937937742403807,-0.09300970212247069,-0.25396042351721304
23.480301264181673,0.06529539061615024,1.6693410901544137,-440.88198468153547,440.88514503939115,0.6961253199745117,0.13827978466584004,-0.06195554928846649,-0.3507531837102957
23.738545284551883,0.07416444654947259,1.8960660101537208,-447.47893698169156,447.4829539866067,0.5797021860729609,0.1365406052318339,-0.06574462755070291,-0.30035877216227613
23.62499999999956,-0.14951905283839362,-3.817126979889504,-444.5782696317047,444.5946561612064,0.6474481681122239,-0.2850126984543631,-0.03360097127638666,-0.30894557409059675
10.875,-0.2834936490538914,-5.933542165785123,-134.8968391563835,135.027271826903,56.428001237917776,-56.13412915783346,0.08197993180984334,-2.2268618783480734
11.00000000000002,-0.07758007733721893,-1.6333232769984354,-137.51488943133913,137.524588929546,23.717486809242352,-15.449223814110882,0.21389054664581844,-2.8888834098218648
11.26969873581817,-0.0652953906161689,-1.3903236326285715,-143.2371135503387,143.24386094362322,23.772357130383707,-10.539920784376664,-0.5468808939532197,-3.84556532027122
11.12500000000005,0.1495190528383205,3.1658208831916115,-140.15971331915185,140.19546233588048,33.683095580710294,27.788539860958114,-0.29994875359665424,-3.002908334538001
10.75,-0.07934554054212362,-1.6488785997274937,-132.27128951753807,132.28156648327464,24.8820390938536,-16.13388090182393,0.3507100741365386,-3.7248752395210776
10.48030126418184,-0.06547553992278164,-1.3431828448363445,-126.68226398862188,126.68938451755754,25.587469167053,-12.354031574817677,-0.15345541348901315,-2.615186469512231
10.624999999999972,0.14951905283832181,3.0936092443039565,-129.6725575495422,129.70945454975816,36.00436626687363,29.48658494983022,-0.07245163855342623,-3.500457795039212
11.37828312263636,-0.2938044437013906,-6.287474631341561,-145.57305716786473,145.7087756809389,53.97718516622856,-53.13505011687503,0.4170782662364762,-2.5048858490165835
12.625000000000032,-0.2834936490538639,-6.360944230620392,-172.9741069696115,173.09102603381746,43.45233034361562,-43.17341897972145,0.009100308934333896,-2.036327778737537
12.75000000000007,-0.07758007733720798,-1.7478920953301385,-175.781051710805,175.78974164419725,18.066256207744484,-11.734806271950488,0.17096963889429992,-2.4733256620767565
12.50000000000002,-0.07934554054207849,-1.7714355483646482,-170.1616171424356,170.1708374911249,19.217926597951923,-12.906212914170535,0.34591506041809583,-3.1610120158997983
13.01969873581819,-0.0652953906161796,-1.4826739867668675,-181.8932228425532,181.89926563403645,18.136103093824715,-7.910928009682256,-0.03340911495084057,-3.2298250410321243
12.875000000000112,0.1495190528383097,3.3832620537958484,-178.60827136696878,178.64031197582872,25.660485769202765,21.175408761805475,-0.12724532429546836,-2.59722074258267
12.374999999999991,-0.2855533561262599,-6.352165752013736,-167.3781723345564,167.49866442392167,44.899060906845264,-44.53029458572926,0.08916298327290381,-2.1325709542471056
12.249999999999972,-0.0693902896922079,-1.5354213506295789,-164.58905642773948,164.59621810508764,19.259005722011693,-11.426224611967124,0.2577801089387558,-2.8220723027367534
11.97400680157398,-0.06288335200554623,-1.377531695042813,-158.49457153441261,158.5005577259837,21.18966524531747,-9.580569623002582,-0.19060721304772454,-2.290060460588268
12.41666666666668,0.11954826225838182,2.663585922399877,-168.2989712208457,168.32004754027682,23.652124678632454,18.257970275985276,0.14329362192611012,-2.7569399182077974
12.13977425929667,0.15318969449193862,3.3808565864295583,-162.14874253392836,162.18398471055087,29.956036237491755,25.002016989901545,-0.22549664472847716,-3.2592836394441194
8.374999999999998,-0.2940864282833243,-5.2990050876004595,-85.89070731914337,86.05401244974674,80.06985127419595,-78.93158056901792,0.446576387248126,-3.0286188746088776
8.275993198426006,-0.06405332166912368,-1.1454312998399172,-84.08892076404227,84.09672174421564,34.81154101355533,-15.143825029058224,-0.3452463664813055,-5.022389742417885
8.01567346824066,-0.0730461864578256,-1.2810574750047539,-79.46728110661569,79.47760612104611,33.67275283421208,-21.758166005431285,0.3126230884570966,-3.294253350705553
8.132078022999131,0.14283234343838008,2.526671700369473,-81.52386049976523,81.56300571133109,48.548144687679866,40.68652820945946,-0.46537830296340227,-3.292611553847655
4.624999999999997,-0.283493649053892,-3.318013770039963,-29.14241802223,29.330696267913087,116.36578700774464,-115.70107586645416,0.5032485956027842,-3.2057340935344314
4.7613412685029886,-0.07353518253093591,-0.8824815715482383,-30.74223287045704,30.75489644894828,47.465025029430656,-31.229337790382473,1.0526681957115123,-3.414788319073789
4.500834343225248,-0.06587626478236344,-0.7499681236214691,-27.670442711900186,27.680604257476,50.32664976152355,-26.534941494561284,0.3169448833159234,-5.264385937924809
5.001890211417163,-0.07867139140773949,-0.9775692659661785,-33.69628064244676,33.710457884821054,48.17764276284501,-31.541500539202637,0.602044442549866,-6.4554118698474126
4.879048064834718,0.146417272437393,1.788026358642074,-32.1728718861261,32.22251889068082,68.36951015202048,56.598914131479695,-0.22310860837495708,-4.781659780853137
5.874999999999993,-0.2834936490538955,-3.9968494369877052,-45.37248723245892,45.548187703591424,102.85545676866045,-102.36906804788579,0.11714430679520077,-2.9399242254806155
6.011341268502983,-0.07353518253093698,-1.0562726487169427,-47.29917329211873,47.31096602296665,41.98191429128452,-27.242233473130646,0.7616393399552421,-3.274911511466617
5.743484125645845,-0.06618620517593644,-0.9146954834220202,-43.5026123985546,43.51222763001532,45.27671962864179,-23.29813075547088,0.08825998158172947,-5.175817815240437
6.251890211417163,-0.07867139140773946,-1.1596775121435692,-50.81451996766439,50.82775119436561,42.541640815121035,-27.773638049725506,0.73640625257876,-5.56324017263086
6.129048064834709,0.1464172724373935,2.130687668623745,-49.006386036139226,49.0526829262613,60.67312247116741,50.366584574987954,-0.14612776244687736,-3.962344239671381
6.875000000000004,-0.28349364905388763,-4.479808362695503,-60.394580923777006,60.560499402870896,92.66673462005491,-92.37571561771253,0.059638636392087545,-2.9208517442895694
7.000000000000014,-0.07758007733721417,-1.242236591281717,-62.370652684088626,62.38302227359564,38.58963280638594,-25.289212846005412,0.33550797480972444,-3.593609092557464
7.269698735818169,-0.06529539061616212,-1.0710964424486065,-66.75558755429346,66.76417989691751,38.75561853053143,-17.696852414869237,-0.22032043354377012,-5.157760691566677
7.125000000000034,0.1495190528383242,2.4216090071253404,-64.39082003656658,64.43633986474475,55.48906978621968,46.12722552612971,-0.44387685376146513,-3.786299858839727
6.750000000000004,-0.07934554054211643,-1.2351385327903468,-58.406657208795394,58.419715623245835,40.465225759620644,-26.456655018717775,0.5596793783867032,-5.184641499122486
6.500315035236197,-0.08158713329292824,-1.2403950096235057,-54.54910960918253,54.56321048961937,41.06126993369202,-27.350849977655074,0.625559163149198,-3.5001957229719323
6.624999999999994,0.14951905283833639,2.301522716190338,-56.46204972846669,56.50893793333038,58.46431870887876,47.83156384404977,-0.22173680969857262,-4.112423000969857
7.877612244706777,-0.28626892698380324,-4.96111621580686,-77.07039274344325,77.22990425822974,82.80319757726609,-82.45450103802418,-0.00865356438981947,-2.5340522434203203
7.744476189137915,-0.06802607104539553,-1.1631257934304362,-74.74997855469576,74.75902725115421,36.5285522059849,-19.057394084067024,-0.004284270095418768,-4.670484971767612
22.37500000000001,0.2834936490538848,7.2350885080447025,-412.65764615652074,412.72106735319375,2.1988143726992546,1.95622424861788,-0.08611819160991063,-0.4295500460014996
22.50000000000001,0.07758007733722269,1.9814521509117247,-415.8478099249218,415.85253055858664,1.3112553088381977,0.4925078910204665,-0.07033722571747446,-0.5812615984136087
22.775993198426,0.0640533216691263,1.6367348810926365,-422.8940219602522,422.8971892916637,1.1600966001444208,0.2722614217255195,-0.054164687104134426,-0.5460308383026501
22.625,-0.1495190528383242,-3.81443160634776,-419.0388555034557,419.05621616929335,1.3889989714143578,-0.8395546522664677,-0.022435606625194886,-0.5299978422395558
22.250000000000018,0.07934554054211655,2.0257342424348264,-409.4670254725675,409.47203634506377,1.5151961953461193,0.5988644313687606,-0.06962484725535133,-0.6628234674946514
21.974006801574028,0.06430553069838009,1.6413540915589189,-402.42524811822545,402.4285953635367,1.6776295686101688,0.4917576775025658,-0.05596980552938022,-0.6964777168321636
22.1250000000001,-0.14951905283834965,-3.8119119822853205,-406.2773707792984,406.2952530861026,1.8715660277299118,-1.2041604610988084,-0.02446555306326257,-0.6509185875252318
21.375,0.285259112258786,7.266110944415553,-387.15511850856547,387.22329753727104,3.9726274946707467,3.7165676555337366,-0.09019376629226186,-0.5740471962984935
21.52757823014542,0.07395036170258107,1.885559892887339,-391.04216061537016,391.0467065643778,2.06114656477817,0.8304515071513215,-0.08388605524025912,-0.8052504220556591
21.254596371690926,0.07903483180382244,2.0134990152911714,-384.0871941019221,384.09247174524546,2.4200815249438374,1.119491649653782,-0.0852715292831084,-0.9388376173982819
21.00076606194849,0.07958799961987763,2.0262591155585215,-377.6244756579537,377.6299118739773,2.521345895589213,1.2961179146492692,-0.07864168044105622,-0.8798628427781493
21.12500000000003,-0.1495190528383528,-3.8034446231007863,-380.78692932389004,380.8059239756102,3.020375283822947,-2.1007722928556456,-0.010891429166075826,-0.8701757954800476
24.788646048189626,-0.1245279258800328,-3.179372526209569,-474.3059953603131,474.3166512409171,0.09302475053558214,-0.012106322392933933,-0.029171636147409016,-0.04943365020752071
24.5891963934024,-0.00614826891728695,-0.15524528689718012,-469.2106649225637,469.2106906051624,0.18346176048159737,0.00170436908941182,-0.045649283296353566,-0.09967183094425844
24.595820080366824,0.2691002857530907,6.8762530669762905,-469.3799911690812,469.43035582089044,0.18204314980170005,0.055541965501172595,-0.0878002878806758,-0.06950424787056639
24.35516821364308,0.1135215764255866,2.901758092211816,-463.23188343560946,463.24097188323896,0.29337622039236216,0.0570761434145847,-0.062369465073633626,-0.15144386834431176
1.625,0.2834936490538903,1.3164435316100365,-3.949094146856281,4.16273565731148,154.25244846431724,153.71607168300477,-0.5410481513685801,-3.489242593595314
1.75,0.0775800773372144,0.38795676210955365,-4.527724315483433,4.544314901752128,64.18674149745688,42.80835368046426,-1.7064463835878936,-3.896615878335061
1.988658731497007,0.07530064573584104,0.4194124741980701,-5.8070816133575835,5.822207801831593,62.74767603439382,40.81707989929965,-1.4402551887258972,-7.467388811742366
1.871022226242549,-0.146392202930104,-0.7738654941559219,-5.156455539976996,5.214201908135573,90.95459908779782,-75.51595040795226,-0.15781358688402802,-5.421502334363812
1.5,0.0793455405421201,0.33744012781580707,-3.349560718705079,3.3665149410261694,66.91338968534039,44.08390956933462,-1.6303342545738342,-7.370186148605691
1.2597796528783298,0.07535918718955487,0.27480539820460487,-2.3769151175816723,2.3927481027201103,67.96044429646672,45.9250799698928,-0.5642571153751398,-4.646236377717406
1.375,-0.149519052838329,-0.5927995384276903,-2.821871686616192,2.8834651217738347,95.73252375164387,-79.52808630573084,-0.8583433319333716,-6.063250507526033
2.125,0.2834936490538903,1.6884090817410093,-6.633498290333472,6.844999985037444,146.53571869905576,145.98016512302704,-0.2882123483657674,-4.857058989754485
